⍬,Empty Numeric Vector <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Symbols/Zilde%20Symbol.htm'>Link to docs<a/>
{name}⎕WC'Edit',Text input field (Windows only) <br/> <br/><a href='https://help.dyalog.com/latest/#GUI/Objects/Edit.htm'>Link to docs<a/>
{name}⎕WC'Ellipse',Draws an ellipse (Windows only) <br/> <br/><a href='https://help.dyalog.com/latest/#GUI/Objects/Ellipse.htm'>Link to docs<a/>
{name}⎕WC'FileBox',Prompts user to select a file (Windows only) <br/> <br/><a href='https://help.dyalog.com/latest/#GUI/Objects/FileBox.htm'>Link to docs<a/>
{name}⎕WC'Font',Loads a font (Windows only) <br/> <br/><a href='https://help.dyalog.com/latest/#GUI/Objects/Font.htm'>Link to docs<a/>
{name}⎕WC'Form',Top-level Window (Windows only) <br/> <br/><a href='https://help.dyalog.com/latest/#GUI/Objects/Form.htm'>Link to docs<a/>
{name}⎕WC'Grid',Displays a data matrix as a spreadsheet (Windows only) <br/> <br/><a href='https://help.dyalog.com/latest/#GUI/Objects/Grid.htm'>Link to docs<a/>
{name}⎕WC'Group',A frame for grouping Buttons and other objects (Windows only) <br/> <br/><a href='https://help.dyalog.com/latest/#GUI/Objects/Group.htm'>Link to docs<a/>
{name}⎕WC'HTMLRenderer',Displays HTML content <br/> <br/><a href='https://help.dyalog.com/latest/#GUI/Objects/HTMLRenderer.htm'>Link to docs<a/>
{name}⎕WC'Label',Displays static text (Windows only) <br/> <br/><a href='https://help.dyalog.com/latest/#GUI/Objects/Label.htm'>Link to docs<a/>
{name}⎕WC'ListView',Displays a collection of items for selection (Windows only) <br/> <br/><a href='https://help.dyalog.com/latest/#GUI/Objects/ListView.htm'>Link to docs<a/>
{name}⎕WC'List',For selecting an item (Windows only) <br/> <br/><a href='https://help.dyalog.com/latest/#GUI/Objects/List.htm'>Link to docs<a/>
{name}⎕WC'Locator',Graphical (positional) input device (Windows only) <br/> <br/><a href='https://help.dyalog.com/latest/#GUI/Objects/Locator.htm'>Link to docs<a/>
{name}⎕WC'OCXClass',Provides access to OLE Custom Controls (Windows only) <br/> <br/><a href='https://help.dyalog.com/latest/#GUI/Objects/OCXClass.htm'>Link to docs<a/>
{name}⎕WC'OLEClient',Provides access to OLE Automation objects (Windows only) <br/> <br/><a href='https://help.dyalog.com/latest/#GUI/Objects/OLEClient.htm'>Link to docs<a/>
{name}⎕WC'OLEServer',Enables APL to act as an OLE Automation server (Windows only) <br/> <br/><a href='https://help.dyalog.com/latest/#GUI/Objects/OLEServer.htm'>Link to docs<a/>
{name}⎕WC'Poly',Draws lines (Windows only) <br/> <br/><a href='https://help.dyalog.com/latest/#GUI/Objects/Poly.htm'>Link to docs<a/>
{name}⎕WC'Printer',For hard-copy output (Windows only) <br/> <br/><a href='https://help.dyalog.com/latest/#GUI/Objects/Printer.htm'>Link to docs<a/>
{name}⎕WC'ProgressBar',Displays the progress of a lengthy operation (Windows only) <br/> <br/><a href='https://help.dyalog.com/latest/#GUI/Objects/ProgressBar.htm'>Link to docs<a/>
{name}⎕WC'PropertyPage',Tabbed or paged container for other controls (Windows only) <br/> <br/><a href='https://help.dyalog.com/latest/#GUI/Objects/PropertyPage.htm'>Link to docs<a/>
{name}⎕WC'PropertySheet',Contains PropertyPages (Windows only) <br/> <br/><a href='https://help.dyalog.com/latest/#GUI/Objects/PropertySheet.htm'>Link to docs<a/>
{name}⎕WC'Rect',Draws rectangles (Windows only) <br/> <br/><a href='https://help.dyalog.com/latest/#GUI/Objects/Rect.htm'>Link to docs<a/>
{name}⎕WC'RichEdit',Text input with word-processing capabilities (Windows only) <br/> <br/><a href='https://help.dyalog.com/latest/#GUI/Objects/RichEdit.htm'>Link to docs<a/>
{name}⎕WC'SM',Specifies a window for ⎕SM (character mode interface) (Windows only) <br/> <br/><a href='https://help.dyalog.com/latest/#GUI/Objects/SM.htm'>Link to docs<a/>
{name}⎕WC'Scroll',Scroll bar (Windows only) <br/> <br/><a href='https://help.dyalog.com/latest/#GUI/Objects/Scroll.htm'>Link to docs<a/>
{name}⎕WC'Separator',Separator between items (Windows only) <br/> <br/><a href='https://help.dyalog.com/latest/#GUI/Objects/Separator.htm'>Link to docs<a/>
{name}⎕WC'Spinner',Input field with spin buttons (Windows only) <br/> <br/><a href='https://help.dyalog.com/latest/#GUI/Objects/Spinner.htm'>Link to docs<a/>
{name}⎕WC'Splitter',Divides a container into panes (Windows only) <br/> <br/><a href='https://help.dyalog.com/latest/#GUI/Objects/Splitter.htm'>Link to docs<a/>
{name}⎕WC'Static',A frame for drawing and clipping graphics (Windows only) <br/> <br/><a href='https://help.dyalog.com/latest/#GUI/Objects/Static.htm'>Link to docs<a/>
{name}⎕WC'StatusBar',Ribbon status bar (Windows only) <br/> <br/><a href='https://help.dyalog.com/latest/#GUI/Objects/StatusBar.htm'>Link to docs<a/>
{name}⎕WC'StatusField',Displays status information (Windows only) <br/> <br/><a href='https://help.dyalog.com/latest/#GUI/Objects/StatusField.htm'>Link to docs<a/>
{name}⎕WC'SubForm',Acts as an MDI window or a constrained Form (Windows only) <br/> <br/><a href='https://help.dyalog.com/latest/#GUI/Objects/SubForm.htm'>Link to docs<a/>
{name}⎕WC'SysTrayItem',An item that you can create in the Windows System Tray (Windows only) <br/> <br/><a href='https://help.dyalog.com/latest/#GUI/Objects/SysTrayItem.htm'>Link to docs<a/>
{name}⎕WC'TCPSocket',Provides an interface to TCP/IP sockets <br/> <br/><a href='https://help.dyalog.com/latest/#GUI/Objects/TCPSocket.htm'>Link to docs<a/>
{name}⎕WC'TabButton',Selects a tabbed SubForm (Windows only) <br/> <br/><a href='https://help.dyalog.com/latest/#GUI/Objects/TabButton.htm'>Link to docs<a/>
{name}⎕WC'TabControl',Contains TabButtons (tabs) (Windows only) <br/> <br/><a href='https://help.dyalog.com/latest/#GUI/Objects/TabControl.htm'>Link to docs<a/>
{name}⎕WC'Text',Draws graphical text (Windows only) <br/> <br/><a href='https://help.dyalog.com/latest/#GUI/Objects/Text.htm'>Link to docs<a/>
{name}⎕WC'Timer',Generates events at regular intervals <br/> <br/><a href='https://help.dyalog.com/latest/#GUI/Objects/Timer.htm'>Link to docs<a/>
{name}⎕WC'TipField',Displays pop-up context sensitive help (Windows only) <br/> <br/><a href='https://help.dyalog.com/latest/#GUI/Objects/TipField.htm'>Link to docs<a/>
{name}⎕WC'ToolBar',Ribbon tool bar (Windows only) <br/> <br/><a href='https://help.dyalog.com/latest/#GUI/Objects/ToolBar.htm'>Link to docs<a/>
{name}⎕WC'ToolButton',Performs an action or selects an option (Windows only) <br/> <br/><a href='https://help.dyalog.com/latest/#GUI/Objects/ToolButton.htm'>Link to docs<a/>
{name}⎕WC'ToolControl',Standard Windows tool control (Windows only) <br/> <br/><a href='https://help.dyalog.com/latest/#GUI/Objects/ToolControl.htm'>Link to docs<a/>
{name}⎕WC'TrackBar',A slider control for analogue input/output (Windows only) <br/> <br/><a href='https://help.dyalog.com/latest/#GUI/Objects/TrackBar.htm'>Link to docs<a/>
{name}⎕WC'TreeView',Displays a hierarchical collection of items (Windows only) <br/> <br/><a href='https://help.dyalog.com/latest/#GUI/Objects/TreeView.htm'>Link to docs<a/>
{name}⎕WC'UpDown',Spin buttons (Windows only) <br/> <br/><a href='https://help.dyalog.com/latest/#GUI/Objects/UpDown.htm'>Link to docs<a/>
+∘÷⍣=⍨1,Golden ratio (as a limit) <br/> <br/><a href='nan'>Link to docs<a/>
~∘' '¨↓Dm,Fast: A nested vector comprising simple character vectors constructed from the rows of Dm (which must be of depth 1) with all blank spaces removed <br/> <br/><a href='nan'>Link to docs<a/>
1+0≠⎕ATX'⍺',Number of arguments used in call (dfns/dops only) <br/> <br/><a href='nan'>Link to docs<a/>
'__fi__DDD'(1200⌶)⍳7,Short Finnish weekday names ('MA' 'TI'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__fi__Dddd'(1200⌶)⍳7,Finnish weekday names ('Maanantai' 'Tiistai'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__fr__DDD'(1200⌶)⍳7,Short French weekday names ('LUN.' 'MAR.'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__fr__Dddd'(1200⌶)⍳7,French weekday names ('Lundi' 'Mardi'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__sv__DDD'(1200⌶)⍳7,Short Swedish weekday names ('MÅN' 'TIS'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__sv__Dddd'(1200⌶)⍳7,Swedish weekday names ('Måndag' 'Tisdag'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__da__DDD'(1200⌶)⍳7,Short Danish weekday names ('MA' 'TI'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__da__Dddd'(1200⌶)⍳7,Danish weekday names ('Mandag' 'Tirsdag'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__de__DDD'(1200⌶)⍳7,Short German weekday names ('MO' 'DI'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__de__Dddd'(1200⌶)⍳7,German weekday names ('Montag' 'Dienstag'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__es__DDD'(1200⌶)⍳7,Short Spanish weekday names ('LU.' 'MA.'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__es__Dddd'(1200⌶)⍳7,Spanish weekday names ('Lunes' 'Martes'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__el__DDD'(1200⌶)⍳7,Short Greek weekday names ('ΔΕΥ' 'ΤΡΙ'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__el__Dddd'(1200⌶)⍳7,Greek weekday names ('Δευτέρα' 'Τρίτη'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__it__DDD'(1200⌶)⍳7,Short Italian weekday names ('LUN' 'MAR'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__it__Dddd'(1200⌶)⍳7,Italian weekday names ('Lunedì' 'Martedì'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__ja__DDD'(1200⌶)⍳7,Short Japanese weekday names ('月' '火'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__ja__Dddd'(1200⌶)⍳7,Japanese weekday names ('月曜日' '火曜日'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__nb__DDD'(1200⌶)⍳7,Short Norwegian Bokmål weekday names ('MAN.' 'TIR.'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__nb__Dddd'(1200⌶)⍳7,Norwegian Bokmål weekday names ('Mandag' 'Tirsdag'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__nl__DDD'(1200⌶)⍳7,Short Dutch weekday names ('MA' 'DI'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__nl__Dddd'(1200⌶)⍳7,Dutch weekday names ('Maandag' 'Dinsdag'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__nn__DDD'(1200⌶)⍳7,Short Norwegian Nynorsk weekday names ('MÅ.' 'TY.'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__nn__Dddd'(1200⌶)⍳7,Norwegian Nynorsk weekday names ('Måndag' 'Tysdag'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__pl__DDD'(1200⌶)⍳7,Short Polish weekday names ('PON.' 'WT.'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__pl__Dddd'(1200⌶)⍳7,Polish weekday names ('Poniedzialek' 'Wtorek'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__pt__DDD'(1200⌶)⍳7,Short Portuguese weekday names ('SEG' 'TER'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__pt__Dddd'(1200⌶)⍳7,Portuguese weekday names ('Segunda-feira' 'Terça-feira'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__ru__DDD'(1200⌶)⍳7,Short Russian weekday names ('ПН' 'ВТ'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__ru__Dddd'(1200⌶)⍳7,Russian weekday names ('Понедельник' 'Вторник'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__zh__DDD'(1200⌶)⍳7,Short Chinese weekday names ('周一' '周二'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__zh__Dddd'(1200⌶)⍳7,Chinese weekday names ('星期一' '星期二'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'DDD'(1200⌶)⍳7,Short English weekday names ('MON' 'TUE'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'Dddd'(1200⌶)⍳7,English weekday names ('Monday' 'Tuesday'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
)SAVE {-force} {ws},"Save active workspace, optionally with new name ws (overwrite any existing if -force) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Commands/save.htm'>Link to docs<a/>"
op←{⍺⍺ ⍵},Prototypical monadic dop deriving monadic functions <br/> <br/><a href='nan'>Link to docs<a/>
op←{⍵⍵ ⍵},Prototypical dyadic dop deriving monadic functions <br/> <br/><a href='nan'>Link to docs<a/>
op←{⍺⍺ ⍺},Prototypical monadic dop deriving dyadic functions <br/> <br/><a href='nan'>Link to docs<a/>
op←{⍵⍵ ⍺},Prototypical dyadic dop deriving dyadic functions <br/> <br/><a href='nan'>Link to docs<a/>
⍎⌽⍕⌈*○≡⍬,Meaning of life (modern) <br/> <br/><a href='nan'>Link to docs<a/>
+/∧\' '=D,Fast: The number of leading blank spaces in each row of D <br/> <br/><a href='nan'>Link to docs<a/>
3600÷⍨-/20⎕DT'JZ',Local time-zone offset from UTC <br/> <br/><a href='nan'>Link to docs<a/>
":Implements Trigger name1{,name2,name3,…}",Delare function as a trigger function called when any of the listed variables is changed <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Defined%20Functions%20and%20Operators/Triggers/Triggers.htm'>Link to docs<a/>
'__fi__MMM'(1200⌶)29×⍳12,Short Finnish month names ('TAMMI' 'HELMI'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__fi__Mmmm'(1200⌶)29×⍳12,Finnish month names ('Tammikuu' 'Helmikuu'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__fr__MMM'(1200⌶)29×⍳12,Short French month names ('JANV.' 'FÉVR.'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__fr__Mmmm'(1200⌶)29×⍳12,French month names ('Janvier' 'Février'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__sv__MMM'(1200⌶)29×⍳12,Short Swedish month names ('JAN' 'FEB'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__sv__Mmmm'(1200⌶)29×⍳12,Swedish month names ('Januari' 'Februari'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__da__MMM'(1200⌶)29×⍳12,Short Danish month names ('JAN' 'FEB'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__da__Mmmm'(1200⌶)29×⍳12,Danish month names ('Januar' 'Februar'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__de__MMM'(1200⌶)29×⍳12,Short German month names ('JAN' 'FEB'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__de__Mmmm'(1200⌶)29×⍳12,German month names ('Januar' 'Februar'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__es__MMM'(1200⌶)29×⍳12,Short Spanish month names ('ENE.' 'FEB.'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__es__Mmmm'(1200⌶)29×⍳12,Spanish month names ('Enero' 'Febrero'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__el__MMM'(1200⌶)29×⍳12,Short Greek month names ('ΙΑΝ' 'ΦΕΒ'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__el__Mmmm'(1200⌶)29×⍳12,Greek month names ('Ιανουάριος' 'Φεβρουάριος'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__it__MMM'(1200⌶)29×⍳12,Short Italian month names ('GEN' 'FEB'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__it__Mmmm'(1200⌶)29×⍳12,Italian month names ('Gennaio' 'Febbraio'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__ja__MMM'(1200⌶)29×⍳12,Short Japanese month names ('1月' '2月'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__ja__Mmmm'(1200⌶)29×⍳12,Japanese month names ('1月' '2月'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__nb__MMM'(1200⌶)29×⍳12,Short Norwegian Bokmål month names ('JAN' 'FEB'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__nb__Mmmm'(1200⌶)29×⍳12,Norwegian Bokmål month names ('Januar' 'Februar'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__nl__MMM'(1200⌶)29×⍳12,Short Dutch month names ('JAN' 'FEB'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__nl__Mmmm'(1200⌶)29×⍳12,Dutch month names ('Januari' 'Februari'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__nn__MMM'(1200⌶)29×⍳12,Short Norwegian Nynorsk month names ('JAN' 'FEB'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__nn__Mmmm'(1200⌶)29×⍳12,Norwegian Nynorsk month names ('Januar' 'Februar'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__pl__MMM'(1200⌶)29×⍳12,Short Polish month names ('STY' 'LUT'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__pl__Mmmm'(1200⌶)29×⍳12,Polish month names ('Styczen' 'Luty'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__pt__MMM'(1200⌶)29×⍳12,Short Portuguese month names ('JAN' 'FEV'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__pt__Mmmm'(1200⌶)29×⍳12,Portuguese month names ('Janeiro' 'Fevereiro'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__ru__MMM'(1200⌶)29×⍳12,Short Russian month names ('ЯНВ' 'ФЕВ'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__ru__Mmmm'(1200⌶)29×⍳12,Russian month names ('Январь' 'Февраль'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__zh__MMM'(1200⌶)29×⍳12,Short Chinese month names ('1月' '2月'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'__zh__Mmmm'(1200⌶)29×⍳12,Chinese month names ('一月' '二月'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'MMM'(1200⌶)29×⍳12,Short English month names ('JAN' 'FEB'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
'Mmmm'(1200⌶)29×⍳12,English month names ('January' 'February'…) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/I%20Beam%20Functions/Format%20Datetime.htm'>Link to docs<a/>
⎕DMX.(Category EN)≡'XML conversion'1,Invalid left argument <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'XML conversion'10,Invalid '--' in comment <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'XML conversion'11,'>' expected <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'XML conversion'12,"Attribute, '>' or '/>' expected <br/> <br/><a href='nan'>Link to docs<a/>"
⎕DMX.(Category EN)≡'XML conversion'13,Invalid ']]>' <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'XML conversion'14,Invalid entity reference <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'XML conversion'15,Unterminated character reference <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'XML conversion'16,Invalid character reference <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'XML conversion'17,Invalid character from character reference <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'XML conversion'18,Tag mismatch <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'XML conversion'19,Tag imbalance <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'XML conversion'2,Invalid right argument <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'XML conversion'20,'=' expected <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'XML conversion'21,Quote expected at start of attribute value <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'XML conversion'22,Unterminated attribute value <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'XML conversion'23,'<' not allowed in attribute value <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'XML conversion'24,Numeric value expected in level column <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'XML conversion'25,Level must be a non-negative value <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'XML conversion'26,Outer level must be 0 <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'XML conversion'27,Level increment must be no greater than 1 <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'XML conversion'28,Character vector expected in tag column <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'XML conversion'29,Invalid attribute array <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'XML conversion'3,Array has invalid number of columns <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'XML conversion'30,Attribute list should have two columns <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'XML conversion'31,Attribute list but no tag <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'XML conversion'32,Character vector expected for attribute name <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'XML conversion'33,Zero-length attribute name <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'XML conversion'34,Invalid attribute name <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'XML conversion'35,Numeric scalar or character vector expected for attribute value <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'XML conversion'36,Invalid xml:space attribute value <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'XML conversion'37,Numeric scalar or character vector expected in data column <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'XML conversion'38,Invalid character in data <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'XML conversion'39,Numeric value expected in type column <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'XML conversion'4,Unterminated comment <br/> <br/><a href='nan'>Link to docs<a/>
