⍬,Empty Numeric Vector <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Symbols/Zilde%20Symbol.htm'>Link to docs<a/>
⎕DMX.(Category EN)≡'XML conversion'40,Invalid tag name <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'XML conversion'41,Invalid character in attribute value <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'XML conversion'42,Orphaned data <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'XML conversion'43,Invalid option name <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'XML conversion'44,Invalid option value <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'XML conversion'45,Invalid column <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'XML conversion'46,Columns have inconsistent number of rows <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'XML conversion'5,Unterminated <![CDATA[ <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'XML conversion'6,Too many levels of nesting <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'XML conversion'7,Invalid character <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'XML conversion'8,Unterminated markup <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'XML conversion'9,Unterminated processing instruction <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Name association'1,Shared library could not be loaded <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Name association'2,Bad parameter specification <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Name association'3,The specified function could not be found <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Name association'4,Callback is not a function <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Name association'5,Callback is not a function name <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Name association'6,Null pointer returned for ⎕NA result of type A or Z <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'1,Invalid left argument <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'10,Unable to lock file <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'11,Tie number not in use <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'12,Unable to open file <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'13,read error <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'14,Unable to seek in file <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'15,Tie number in use <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'16,Too many tied files <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'17,Unable to truncate file <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'18,Unable to write to file <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'19,Invalid element count <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'2,Invalid right argument <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'20,Invalid file offset <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'21,Invalid length <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'22,Invalid conversion code <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'23,Invalid mode <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'24,Invalid lock type <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'25,Invalid timeout <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'26,The total number of bits in the right argument is not an exact multiple of the number of bits in the type given in the left argument <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'27,Left argument should be a character array <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'28,Invalid left argument: three elements only allowed with Classic Edition <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'29,Invalid left argument: 163 82 expected in the second and third elements <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'3,Invalid tie number <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'30,Translate vector should have 256 elements <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'31,Translate vector element value out of range <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'32,Missing left argument <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'33,Name too long <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'34,Left argument array could not be converted to the requested type <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'35,Array too large <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'36,Missing filename <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'37,Invalid directory name <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'38,Invalid file or directory name <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'39,Unable to delete directory <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'4,Unable to create file <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'40,Already exists <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'41,Unable to create directory <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'42,Unable to set file attributes <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'43,Invalid user name <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'44,Invalid group name <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'45,Unable to normalise the file or directory name <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'46,Right argument should be file name and optional flags <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'47,"Left argument should be content, optional encoding and optional line ending <br/> <br/><a href='nan'>Link to docs<a/>"
⎕DMX.(Category EN)≡'Native files'48,Invalid file name <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'49,Invalid file encoding type <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'5,Unable to delete file <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'50,Unable to decode the file <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'51,Unable to encode the file <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'52,Invalid text array <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'53,Invalid line ending <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'54,NEL line ending (133) not supported by the selected file encoding <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'55,Invalid option value <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'56,Invalid character value for variant option <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'57,Invalid numeric value for variant option <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'58,The number of columns must be explicitly specified because the 'Ragged' option is set. <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'6,File name mismatch <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'60,Invalid CSV source in right argument <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'61,Invalid CSV source type in right argument <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'62,Invalid column description in right argument <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'63,Invalid header specification in right argument <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'64,Invalid CSV destination in right argument <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'65,Invalid field value <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'66,Field too long <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'67,Incorrect record length <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'68,Unexpected end of input <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'69,Invalid field format <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'7,Unable to manipulate file descriptor <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'70,Invalid number of fields <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'71,Non-numeric data <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'72,Inconsistent column count <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'73,Inconsistent row count <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'74,Invalid file or directory <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'75,Invalid directory <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'76,Unable to open file <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'77,Invalid file encoding definition <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'78,Invalid file encoding definition (contains an invalid Unicode codepoint) <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'79,Invalid file encoding definition (contains duplicate Unicode codepoints) <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'8,File already tied <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'80,Unable to identify the temporary directory <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'81,Overwrite and append options are both set <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'82,Unable to generate a unique file name <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'83,Mismatched number of source and destination names <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'84,Invalid source file or directory name <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'85,Invalid destination file or directory name <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'86,Not an existing directory <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'87,Unable to move <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'88,. and .. cannot be copied into an existing directory <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'89,. and .. cannot be moved <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'9,Unable to read file status <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'90,Unable to scan directory <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'91,Unable to create link <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'92,"The field separator, field quote character and escape character must all be different <br/> <br/><a href='nan'>Link to docs<a/>"
⎕DMX.(Category EN)≡'Native files'93,Unable to read directory status <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'94,Cannot copy a directory into itself <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Native files'95,Directory depth <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Numeric conversion'1,Invalid value <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Numeric conversion'2,Value out of range <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Numeric conversion'3,The specified array is too large for this operation <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Numeric conversion'4,32-bit interpreter limit <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Numeric conversion'5,Numeric value required <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Numeric conversion'6,Character value required <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Numeric conversion'7,Ref not allowed here <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Numeric conversion'9,Boolean singleton value required <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Isolates and futures'1,Future has no value <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Isolates and futures'3,invalid assignment into an isolate <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Isolates and futures'4,isolate function does not exist or is not valid <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Internal'1,Value is false <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Internal'2,Impossible conversion criteria <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Internal'3,Arithmetic overflow <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Internal'4,Display encountered an unexpected element type within an array <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'JSON conversion'1,JSON import: unexpected end of input <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'JSON conversion'10,JSON import: invalid object <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'JSON conversion'11,Output failure <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'JSON conversion'12,JSON export: value cannot be converted <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'JSON conversion'13,JSON export: invalid matrix or sub-matrix <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'JSON conversion'14,JSON export: level must be a non-negative integer <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'JSON conversion'15,JSON export: level 0 expected <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'JSON conversion'16,JSON export: non-zero level expected <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'JSON conversion'17,JSON export: level increment must be no greater than 1 <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'JSON conversion'18,JSON export: invalid level increment <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'JSON conversion'19,JSON export: Name must be a character vector or scalar <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'JSON conversion'2,JSON import: end of input expected <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'JSON conversion'20,JSON export: Name not expected <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'JSON conversion'21,JSON export: Type must be an integer <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'JSON conversion'22,JSON export: invalid type <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'JSON conversion'23,JSON export: value does not match the specified type <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'JSON conversion'25,JSON export: circular namespace reference <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'JSON conversion'26,Invalid left argument <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'JSON conversion'27,JSON import: invalid name <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'JSON conversion'28,JSON import: duplicated name <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'JSON conversion'29,JSON export: tabular data is invalid <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'JSON conversion'3,JSON import: invalid character <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'JSON conversion'30,JSON export: tabular data has invalid header name(s) <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'JSON conversion'31,JSON export: tabular data has invalid row or column specification <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'JSON conversion'4,JSON import: invalid number <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'JSON conversion'5,JSON import: number out of range <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'JSON conversion'6,JSON import: invalid string <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'JSON conversion'7,JSON import: invalid hexadecimal digit <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'JSON conversion'8,JSON import: invalid UTF-16 encoding <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'JSON conversion'9,JSON import: invalid array <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Compiler'1,Nameclass of non-local name has changed since compilation <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Compiler'2,Detected bytecode from a previous version; please uncompile and recompile <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Component file system'1,Tie number not in use <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Component file system'10,Unable to create file <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Component file system'100,Invalid compression level <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Component file system'101,File type does not allow compression to be set <br/> <br/><a href='nan'>Link to docs<a/>
⎕DMX.(Category EN)≡'Component file system'102,Invalid file type whilst compression is set <br/> <br/><a href='nan'>Link to docs<a/>
